ticker,company,acquirer,ann_date,close_date,deal_size_m,per_share,max_cvr,has_cvr,payment,premium,ann_to_close_days,data_quality,ret_3m,ret_6m,ret_12m,ret_24m,stage,offer_low,offer_high,offer_ccy,n_parties,direction,first_contact,eng_to_deal_days,leaked_early,leak_detail,llm_error,inflections
ETNB,"89bio, Inc.","Roche Holdings, Inc.",2025-09-18,2025-10-30,2255.7,14.5,20.5,True,cash,0.571,42,ok,0.1864,-0.1268,0.148,-0.421,Phase 3 lead asset,13.0,14.5,USD,1,outbound,2023-03-28,905,False,,,Positive clinical data from competitor Akero Therapeutics | Phase 3 pegozafermin program progress
MRUS,Merus N.V.,Genmab A/S,2025-09-29,2025-12-29,7356.8,97.0,97.0,False,cash,0.4733,91,ok,0.1742,0.3982,0.2912,2.0133,"Phase 2, clinical-stage oncology",81.0,97.0,USD,5,both,2025-08-08,52,False,,,Phase 2 petosemtamab data (May 2025)
ADVM,"Adverum Biotechnologies, Inc.",Eli Lilly and Company,2025-10-24,2025-12-09,78.6,3.56,12.47,True,cash,-0.2106,46,ok,0.944,-0.1157,-0.3979,3.7474,"Phase 3 lead, pre-revenue",3.24,3.56,USD,30,outbound,2023-10-10,745,False,,,
EVOK,"Evoke Pharma, Inc.","QOL Medical, LLC",2025-11-04,2025-12-17,18.9,11.0,11.0,False,cash,1.407,43,ok,0.6801,1.0311,-0.1295,2.656,FDA-approved / Commercial,7.5,11.0,USD,3,outbound,2025-04-07,211,False,,,
MRSN,"Mersana Therapeutics, Inc.","Day One Biopharmaceuticals, Inc.",2025-11-13,2026-01-06,125.0,25.0,55.25,True,cash,1.7056,54,ok,26.1765,28.8065,3.6904,4.9613,"Phase 1 lead, pre-revenue",12.0,25.0,USD,33,outbound,2025-03-12,246,False,,,Positive initial clinical data for Emi-Le | FDA Fast Track designation | Nasdaq deficiency notice | Strategic restructuring and 55% workforce reduction
CDTX,"Cidara Therapeutics, Inc.","Merck & Co., Inc.",2025-11-14,2026-01-07,6978.2,221.5,221.5,False,cash,1.1818,54,ok,0.6931,4.578,8.5683,129.1538,"Phase 3 lead, Pre-revenue",118.0,221.5,USD,7,both,2024-11-11,368,False,,,Positive topline Phase 2b NAVIGATE results | End-of-Phase 2 (EOP2) meeting with FDA | BARDA contract award up to $339 million | Phase 3 ANCHOR Trial initiation
APLT,"Applied Therapeutics, Inc.",Cycle Group Holdings Limited,2025-12-11,2026-02-03,13.5,0.088,0.488,True,cash,-0.8965,54,ok,0.9767,1.125,-0.9158,-0.7128,"NDA / Phase 3 lead, pre-revenue",0.088,0.088,USD,9,both,2025-01-29,316,False,,,FDA issues Complete Response Letter for govorestat | CEO Shoshana Shendelman resigns | Workforce reduction and strategic alternative review | Liquidity crisis and risk of bankruptcy
GBIO,Generation Bio Co.,XOMA Royalty Corporation,2025-12-15,2026-02-09,29.0,4.2913,29.3013,True,cash,-0.2082,56,ok,-0.1383,13.2632,2.5195,1.8377,Preclinical lead + Moderna research collaboration,2.15,4.2913,USD,71,outbound,2025-10-17,59,False,,,ctLNP system T cell data announcement | Evaluation of strategic alternatives announcement
DVAX,Dynavax Technologies Corporation,Sanofi,2025-12-24,2026-02-10,1775.6,15.5,15.5,False,cash,0.3864,48,ok,0.0648,0.1408,-0.0998,-0.2003,Commercial + Phase 1/2 lead pipeline,14.4,15.5,USD,3,both,2024-12-12,377,True,PR Newswire/Reuters + 14 months early (poison pill/activist pressure),,Positive Phase 1/2 shingles vaccine data | Deep Track Capital proxy contest | Adoption of stockholder rights plan
RAPT,"RAPT Therapeutics, Inc.",GSK plc,2026-01-20,2026-03-03,1793.5,58.0,58.0,False,cash,0.7155,42,ok,0.7024,3.5505,40.2317,0.3369,"Phase 2b lead asset, pre-revenue",50.0,58.0,USD,10,both,2025-10-01,111,False,,,Release of Phase 2 data for ozureprubart | Positive Phase 2 data in CSU
ACLX,"Arcellx, Inc.","Gilead Sciences, Inc.",2026-02-23,2026-04-28,6747.3,115.0,120.0,True,mixed,0.6987,64,ok,-0.2005,-0.0506,0.0748,0.0132,Phase 3 lead + clinical stage assets,98.0,115.0,USD,2,inbound,2026-02-13,10,False,,,Collaboration and License Agreement with Kite Pharma | Expansion of collaboration to include lymphomas | Potential launch of anito-cel in 2026
DAWN,"Day One Biopharmaceuticals, Inc.",Servier S.A.S.,2026-03-06,2026-04-23,2221.3,21.5,21.5,False,cash,0.8843,48,ok,0.1727,0.7158,-0.0776,-0.2667,Commercial / Phase 3 lead,13.0,21.5,USD,3,inbound,2026-01-12,53,False,,,OJEMDA (tovorafenib) commercial launch | FIREFLY-2 Phase 3 trial | Emi-Le (XMT-1660) Phase 1 entry
LSTA,"Lisata Therapeutics, Inc.",Kuva Labs Inc.,2026-03-06,,36.4,4.0,7.0,True,cash,-0.1189,,ok,1.2039,0.8233,0.816,0.4322,Phase 2a lead asset,4.0,4.0,USD,1,inbound,2024-11-30,461,False,,,License and collaboration agreement with Kuva | Binding term sheet for acquisition | Execution of definitive merger agreement
TERN,"Terns Pharmaceuticals, Inc.","Merck & Co., Inc.",2026-03-25,2026-05-05,6119.3,53.0,53.0,False,cash,0.351,41,ok,0.4905,4.6609,8.8075,4.9802,Phase 1/2 lead asset,50.0,53.0,USD,2,both,2026-01-25,59,False,,,CARDINAL study abstract publication | Updated CARDINAL trial data at ASH Meeting | FDA Breakthrough Therapy Designation for TERN-701
KZR,"Kezar Life Sciences, Inc.",Aurinia Pharmaceuticals Inc.,2026-03-30,2026-05-11,51.4,6.955,,False,cash,0.0381,42,ok,0.0806,0.6962,0.1734,7.375,Phase 2 lead (discontinued) + Phase 1 oncology,1.1,6.955,USD,77,both,2024-10-08,538,False,,,PALIZADE trial enrollment cessation | Unsolicited bid from Concentra | Strategic review initiation | FDA registrational path failure in AIH
APLS,"Apellis Pharmaceuticals, Inc.",Biogen Inc.,2026-03-31,2026-05-14,5248.3,41.0,45.0,True,cash,0.9561,44,ok,-0.016,-0.2398,-0.1666,-0.6251,2 approved drugs (SYFOVRE and EMPAVELI),26.0,41.0,USD,8,both,2024-09-20,557,True,Bloomberg reported takeover interest nearly 3 years early (April 2023),,FDA approval of Syfovre | Acquisition of rival Iveric Bio by Astellas | VALIANT study clinical data
SLNO,"Soleno Therapeutics, Inc.","Neurocrine Biosciences, Inc.",2026-04-06,2026-05-18,2741.1,53.0,53.0,False,cash,0.3357,42,ok,-0.2276,-0.4313,-0.1139,0.0472,"Commercial-stage, 1 approved drug",50.0,53.0,USD,11,both,2026-02-09,56,False,,,FDA approval of VYKAT XR (March 2025) | U.S. commercial launch of VYKAT XR (April 2025) | EMA validation of MAA for diazoxide choline (May 2025) | EMA communication raising concerns about EU approval (February 2026)
KALV,"KalVista Pharmaceuticals, Inc.",Chiesi Farmaceutici S.p.A.,2026-04-29,2026-06-11,1437.5,27.0,27.0,False,cash,0.3968,43,ok,0.2742,0.5589,0.6203,0.5936,Approved / Commercial,21.0,27.0,USD,4,both,2026-01-13,106,True,Bloomberg +15 months early; Betaville +19 months early,,Positive Phase 3 KONFIDENT data | FDA approval of EKTERLY (sebetralstat)
ASRT,"Assertio Holdings, Inc.",Zydus Worldwide DMCC,2026-05-13,2026-06-16,151.9,23.5,23.5,False,cash,0.3041,34,ok,0.9608,20.7108,28.0645,15.8411,Commercial (Rolvedon) + Divested mature assets,13.5,23.5,USD,30,outbound,2026-04-15,28,False,,,
,"Pfizer Acquisition of King Pharmaceuticals, Inc.",,,,,,,False,,,,ok,,,,,Commercial stage with specialty portfolio and EpiPen franchise,12.0,14.25,USD,5,inbound,2010-06-03,,False,,,
